WARNING: 1 open meshes merged
     Merged: Main_Wing
...Mass Properties...
45 Num Comps
38 Total Num Meshes
70608 Total Num Tris

1.138430569052386e+03             Total Mass
2.656184695631565e+01 -1.408225944046167e-05 -4.379561668431908e-02       Center of Gravity
2.117901666941294e+04 8.691295251046729e+04 1.063276755950383e+05       Ixx, Iyy, Izz
-6.637197489311611e-01 2.480758865043681e+02 5.841096787170958e-01       Ixy, Ixz, Iyz
1.021996041450906e+03             Volume

Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
1.513421000000000e+01	9.234202561059830e+01	9.340168499223454e+00	-1.195633018630839e-04	-8.568993879861007e-02	4.057835896138002e+01	3.812011215877915e+02	3.763752518989415e+02	-1.672245855523610e-01	4.882601545934234e+01	9.734355732382767e-02	2.524258474552650e+02
1.546683000000000e+01	9.333414273450032e+01	9.405293282171987e+00	-1.182923757507969e-04	-5.920316062558400e-02	4.701004482605211e+01	4.243053427902451e+02	4.134369263415395e+02	-1.677232699899023e-01	6.381069877910200e+01	9.901525313216777e-02	2.595861019227478e+02
1.579945000000000e+01	9.352279423764126e+01	9.418191392049586e+00	-1.180537597569374e-04	-5.336874880029330e-02	4.861127746228725e+01	4.335839679172529e+02	4.211632372543818e+02	-1.677818615884336e-01	6.729260239924291e+01	9.929922690951964e-02	2.667820964145928e+02
1.613207000000000e+01	9.802798421388698e+01	9.726749186528716e+00	-1.126282211273459e-04	-4.057542174852548e-02	5.535609297530738e+01	6.314063019170430e+02	6.177807032658066e+02	-1.709988147274280e-01	7.532461107250576e+01	1.048433332319397e-01	2.740102798431481e+02
1.646469000000000e+01	1.034443457189730e+02	1.007954878124784e+01	-1.067309905240273e-04	-2.666985323391070e-02	6.482959592909154e+01	8.700341126954153e+02	8.549291122629678e+02	-1.751770652414653e-01	8.450821194111961e+01	1.117830469476856e-01	2.812695979040911e+02
1.679731000000000e+01	1.093232358224299e+02	1.044079842455752e+01	-1.009914991961816e-04	-1.313623116587937e-02	7.589863158668125e+01	1.127533962652544e+03	1.110844473511687e+03	-1.798147176648729e-01	9.391171309113440e+01	1.189680293613401e-01	2.885536952824701e+02
1.712993000000000e+01	1.156393705637109e+02	1.080615371944286e+01	-9.547542008318940e-05	-1.294113052759631e-04	8.859219556756516e+01	1.402039515614802e+03	1.383675867630210e+03	-1.848086844131900e-01	1.034220545522707e+02	1.266889370821955e-01	2.958611363605511e+02
1.746255000000000e+01	1.222371147866466e+02	1.116543248827078e+01	-9.032213744612387e-05	1.202194076507971e-02	1.023790872106582e+02	1.686486953018097e+03	1.666423006761882e+03	-1.902025755938243e-01	1.127741046691561e+02	1.347501001873132e-01	3.031856552330844e+02
1.779517000000000e+01	1.291161235481364e+02	1.151864958599883e+01	-8.550998263756573e-05	2.336891925199162e-02	1.173072688323054e+02	1.981218393148376e+03	1.959431120837844e+03	-1.961574068044608e-01	1.219682589934212e+02	1.433020383065489e-01	3.105235378075448e+02
1.812779000000000e+01	1.361725642418980e+02	1.186113419461137e+01	-8.145876040284580e-05	3.381738365781375e-02	1.329690894150158e+02	2.282326722357329e+03	2.258826048495297e+03	-2.030410625182248e-01	1.308829763402971e+02	1.520612209219434e-01	3.178945176651517e+02
1.846041000000000e+01	1.433983657945330e+02	1.219366976499002e+01	-7.735407738156657e-05	4.345101921016500e-02	1.493490309738957e+02	2.590362822183287e+03	2.565162722974645e+03	-2.100295299024176e-01	1.395386188367250e+02	1.609838576283275e-01	3.253421422142421e+02
1.879303000000000e+01	1.507070214989362e+02	1.251371093724136e+01	-7.360371241082862e-05	5.225537805338553e-02	1.660751859000734e+02	2.902598177881389e+03	2.875724347647722e+03	-2.174221495859947e-01	1.478689763011232e+02	1.699833865587815e-01	3.328988488641425e+02
1.912565000000000e+01	1.580597428478777e+02	1.282128922775803e+01	-7.017976917373396e-05	6.010961950289157e-02	1.829778985295128e+02	3.218576106057909e+03	3.189970478243157e+03	-2.249251559965940e-01	1.556939015318785e+02	1.790325196967362e-01	3.405839096009333e+02
1.945827000000000e+01	1.654604348865489e+02	1.311814720952045e+01	-6.704077791387956e-05	6.670934259293947e-02	2.000843314565201e+02	3.539718350915591e+03	3.509107308248142e+03	-2.325716136214446e-01	1.626157118795120e+02	1.883353033450372e-01	3.483991865521338e+02
1.979089000000000e+01	1.729338122815517e+02	1.340651143670732e+01	-6.414359414417352e-05	7.197654948481853e-02	2.175311993327515e+02	3.868202139363286e+03	3.835166322549887e+03	-2.405401006876210e-01	1.684295232563455e+02	1.976786784900027e-01	3.563625674405390e+02
2.012351000000000e+01	1.804700677739026e+02	1.368700680050448e+01	-6.146501968809186e-05	7.615874472987778e-02	2.352928831125406e+02	4.204481365967571e+03	4.168640868561291e+03	-2.486810091982727e-01	1.732859267683313e+02	2.072732946997019e-01	3.644904319790664e+02
2.045613000000000e+01	1.880339698544905e+02	1.395930326423414e+01	-5.889977061348736e-05	7.974106934637114e-02	2.531893549404754e+02	4.547714898054753e+03	4.508940348956660e+03	-2.568130470696298e-01	1.776606057544739e+02	2.168384201424661e-01	3.727978524279027e+02
2.078875000000000e+01	1.956454870051306e+02	1.422500042778441e+01	-5.660829626866154e-05	8.269818773306337e-02	2.712780193085886e+02	4.899559855738871e+03	4.857934514584727e+03	-2.653784624818772e-01	1.814564259466098e+02	2.264222761540185e-01	3.812976087791992e+02
2.112137000000000e+01	2.033437528165921e+02	1.448608583299419e+01	-5.446519766970089e-05	8.479243206289105e-02	2.897287054525925e+02	5.262578576513077e+03	5.218256972846457e+03	-2.740234244882067e-01	1.842804284787348e+02	2.360107811137537e-01	3.899950475222037e+02
2.145399000000000e+01	2.111867345184805e+02	1.474485750729917e+01	-5.244248753283254e-05	8.607160014105431e-02	3.091448537038933e+02	5.640073437381407e+03	5.593836516081636e+03	-2.830926498211980e-01	1.860911627723270e+02	2.454088959777645e-01	3.989043927425715e+02
2.178661000000000e+01	2.195000355948563e+02	1.501155545301252e+01	-5.045629109845253e-05	8.681307647674684e-02	3.337604583196808e+02	6.047635039559634e+03	6.004499960670796e+03	-2.924157677608030e-01	1.871920968992870e+02	2.551915380680074e-01	4.080339134873917e+02
2.211923000000000e+01	2.282411979591155e+02	1.528376458003730e+01	-4.852392027054146e-05	8.692112802554723e-02	3.652161937482036e+02	6.483296457946688e+03	6.450063103604592e+03	-3.021726437043908e-01	1.873588532585663e+02	2.655352522449380e-01	4.173895171398894e+02
2.245185000000000e+01	2.374013334738897e+02	1.556034530882908e+01	-4.665162377261115e-05	8.635161051088555e-02	4.055406749209002e+02	6.946782622148709e+03	6.932324819908070e+03	-3.124174650199960e-01	1.864251826678863e+02	2.766584439148208e-01	4.269727017204897e+02
2.278447000000000e+01	2.469737558701994e+02	1.584034418054666e+01	-4.484345979766273e-05	8.499455066134737e-02	4.569136931774891e+02	7.437985109400405e+03	7.453342181366244e+03	-3.233914828381548e-01	1.840957962970664e+02	2.881439908754881e-01	4.367772882326285e+02
2.311709000000000e+01	2.569501065672063e+02	1.612287127967001e+01	-4.310236660498998e-05	8.289238748825488e-02	5.216547788778443e+02	7.956749000543390e+03	8.015275036267843e+03	-3.352801267277053e-01	1.803157182586176e+02	3.000970098966108e-01	4.468022595938302e+02
2.344971000000000e+01	2.673219464115440e+02	1.640714572399710e+01	-4.224647523139619e-05	8.011647634724028e-02	6.022093500069440e+02	8.502964083859271e+03	8.620460974543234e+03	-3.490898234729415e-01	1.750874856309282e+02	3.125673029389543e-01	4.570474466396754e+02
2.378233000000000e+01	2.780805536790948e+02	1.669248286858189e+01	-4.061200914065216e-05	7.671822253248138e-02	7.010996688180821e+02	9.076575957126317e+03	9.271347479127464e+03	-3.619672749067857e-01	1.683853563948311e+02	3.258075151935736e-01	4.675154541432374e+02
2.411495000000000e+01	2.892130206451636e+02	1.697819051052324e+01	-3.903942907700549e-05	7.275227343228784e-02	8.208544005931648e+02	9.677377996592222e+03	9.970239516443400e+03	-3.755137316697179e-01	1.601970644450123e+02	3.393997257637708e-01	4.781997391250484e+02
2.444757000000000e+01	3.007030758714515e+02	1.726360023768179e+01	-3.754770773433939e-05	6.828186871397930e-02	9.639941850350168e+02	1.030505113374048e+04	1.071934388447685e+04	-3.897215975064494e-01	1.505374445088181e+02	3.532251697566862e-01	4.890978830314834e+02
2.478019000000000e+01	3.125343678914361e+02	1.754814804300771e+01	-3.612630279295359e-05	6.336538315197167e-02	1.133011635804191e+03	1.095934869637012e+04	1.152091416631413e+04	-4.046926749641505e-01	1.394223461885771e+02	3.675555905045939e-01	5.002096623406048e+02
2.511281000000000e+01	3.246927381558946e+02	1.783141265040539e+01	-3.477352549393172e-05	5.807577049224199e-02	1.330320555207877e+03	1.164023174640468e+04	1.237729842830839e+04	-4.198154189871507e-01	1.269139257798445e+02	3.826108982653306e-01	5.115349844261959e+02
2.544543000000000e+01	3.371524108977488e+02	1.811279330010672e+01	-3.273061030432348e-05	5.246584480216796e-02	1.558112692225116e+03	1.234708648079953e+04	1.329007776966642e+04	-4.339925105513290e-01	1.130422402803830e+02	3.979945922295482e-01	5.230616788931281e+02
2.577805000000000e+01	3.498856127236348e+02	1.839175092813612e+01	-3.153946253524567e-05	4.657920679562005e-02	1.818380024047160e+03	1.307926373048503e+04	1.426060857799141e+04	-4.504648912515794e-01	9.782625247396616e+01	4.135157310034810e-01	5.347760047403832e+02
2.611067000000000e+01	3.628718405952238e+02	1.866799072074494e+01	-3.041074820251891e-05	4.051991392141146e-02	2.112904692520411e+03	1.383659180120287e+04	1.529050683234840e+04	-4.677380152059144e-01	8.145880489110175e+01	4.290440583226247e-01	5.466658961552048e+02
2.644329000000000e+01	3.760865078863227e+02	1.894119380277405e+01	-2.934219638978617e-05	3.437291389929400e-02	2.443150680451311e+03	1.461871486826963e+04	1.638088958378304e+04	-4.851238436933451e-01	6.411252512190113e+01	4.449637989778278e-01	5.587147807751046e+02
2.677591000000000e+01	3.892000725808031e+02	1.920517386072716e+01	-2.835355117094216e-05	2.850685925417227e-02	2.808856478376490e+03	1.540737304115932e+04	1.751419259991019e+04	-5.024294542156130e-01	4.682512827431016e+01	4.605024765780888e-01	5.709024407556395e+02
2.710853000000000e+01	4.011513618857967e+02	1.944063434939872e+01	-2.750882889059254e-05	2.354440662119428e-02	3.206967833135403e+03	1.614043460283153e+04	1.862834002999799e+04	-5.179852297160984e-01	3.155815504984545e+01	4.743432610404322e-01	5.832072326151477e+02
2.744115000000000e+01	4.116053115734048e+02	1.964383140671224e+01	-2.681015978908218e-05	1.951302868657859e-02	3.633799645400140e+03	1.679904248084084e+04	1.970133435877567e+04	-5.314657623512629e-01	1.861757728524779e+01	4.866135255665437e-01	5.955988085162478e+02
2.777377000000000e+01	4.203979172531537e+02	1.981386874828241e+01	-2.624722704856685e-05	1.651772525291410e-02	4.060626058689299e+03	1.737307654882802e+04	2.069253275154766e+04	-5.417868960915457e-01	8.592561858979479e+00	4.967610120122384e-01	6.080432915455093e+02
2.810639000000000e+01	4.290881078534484e+02	1.998181465243470e+01	-2.571564996271229e-05	1.342423137227111e-02	4.487263191747593e+03	1.796437957193482e+04	2.169923960238658e+04	-5.529151600949530e-01	-2.193652396815608e+00	5.067819834862308e-01	6.205351489061546e+02
2.843901000000000e+01	4.376275740089023e+02	2.014684066480188e+01	-2.521385817523892e-05	1.038202689378479e-02	4.908646730264427e+03	1.856904150763033e+04	2.271407469552681e+04	-5.638618842157573e-01	-1.323526363567543e+01	5.164778285655989e-01	6.330514255927087e+02
2.877163000000000e+01	4.459850958356643e+02	2.030846459751448e+01	-2.474136397707999e-05	7.400788716953271e-03	5.321673249359348e+03	1.918486730754514e+04	2.373174217682119e+04	-5.748243727080556e-01	-2.448955432074978e+01	5.260114793396522e-01	6.455622124598425e+02
2.910425000000000e+01	4.541320275989364e+02	2.046625717571541e+01	-2.429751462945752e-05	4.489903235227741e-03	5.723626309687576e+03	1.980962063546105e+04	2.474729151127661e+04	-5.854086864794525e-01	-3.591003557020937e+01	5.354145731681345e-01	6.579371129033827e+02
2.943687000000000e+01	4.620282064505860e+02	2.061956721670539e+01	-2.388226396177297e-05	1.662915522578430e-03	6.111384459056456e+03	2.043992605223104e+04	2.575423019390517e+04	-5.952030432354294e-01	-4.742831821858841e+01	5.443812974219939e-01	6.701512452197817e+02
2.976949000000000e+01	4.696384708932962e+02	2.076783729321513e+01	-2.349526341647178e-05	-1.067842876307052e-03	6.482423305092390e+03	2.107246171652925e+04	2.674671433951680e+04	-6.046854000394698e-01	-5.897428078022370e+01	5.531604485892435e-01	6.822146537767784e+02
3.010211000000000e+01	4.765163698687249e+02	2.090256547622397e+01	-2.315728551120468e-05	-3.544926895248636e-03	6.828858704061244e+03	2.166874126859875e+04	2.767841216119366e+04	-6.129946718486249e-01	-6.983458261611374e+01	5.610948368905199e-01	6.941650578876379e+02
3.043473000000000e+01	4.824697765590926e+02	2.102018704509047e+01	-2.287153758423108e-05	-5.697797955477469e-03	7.139804176035325e+03	2.220860838897754e+04	2.851829396559945e+04	-6.199751526934171e-01	-7.961460858632076e+01	5.676254564137247e-01	7.059547004150355e+02
3.076735000000000e+01	4.875984357852942e+02	2.112270968164792e+01	-2.263097011382388e-05	-7.554007560424905e-03	7.406484530936187e+03	2.269628931664476e+04	2.926179858626571e+04	-6.264233009923665e-01	-8.834487087510948e+01	5.733885196706316e-01	7.175381188370167e+02
3.109997000000000e+01	4.920022739836140e+02	2.121201463495390e+01	-2.242840371127771e-05	-9.140644577555260e-03	7.620458859636011e+03	2.313624611174211e+04	2.990493784353189e+04	-6.315942064783943e-01	-9.606453696689312e+01	5.780553818976657e-01	7.288843072738003e+02
3.143259000000000e+01	4.957847603660007e+02	2.128999038215095e+01	-2.225729088505182e-05	-1.048665022659660e-02	7.775365390625652e+03	2.353380603474980e+04	3.044666813132655e+04	-6.362606158093729e-01	-1.028337659388463e+02	5.821402804111676e-01	7.399626536176766e+02
3.176521000000000e+01	4.990486269185340e+02	2.135850017678208e+01	-2.211172425420894e-05	-1.162213265233450e-02	7.867204132239342e+03	2.389502796401072e+04	3.088904037049094e+04	-6.404213687549350e-01	-1.087315129703041e+02	5.858517909507073e-01	7.506525346471287e+02
3.209783000000000e+01	4.991747821802573e+02	2.136121430220055e+01	-2.210613601045177e-05	-1.167494686715225e-02	7.889566314127547e+03	2.390958316564036e+04	3.092594559331874e+04	-6.404462908712178e-01	-1.090145796930875e+02	5.859300334403684e-01	7.607270400370187e+02
3.243045000000001e+01	4.991747821802573e+02	2.136121430220055e+01	-2.210613601045177e-05	-1.167494686715225e-02	7.889566314127547e+03	2.390958316564036e+04	3.092594559331874e+04	-6.404462908712178e-01	-1.090145796930875e+02	5.859300334403684e-01	7.698593072580081e+02
3.276307000000001e+01	4.991747821802573e+02	2.136121430220055e+01	-2.210613601045177e-05	-1.167494686715225e-02	7.889566314127547e+03	2.390958316564036e+04	3.092594559331874e+04	-6.404462908712178e-01	-1.090145796930875e+02	5.859300334403684e-01	7.778513588130168e+02
3.309569000000000e+01	4.991747821802573e+02	2.136121430220055e+01	-2.210613601045177e-05	-1.167494686715225e-02	7.889566314127547e+03	2.390958316564036e+04	3.092594559331874e+04	-6.404462908712178e-01	-1.090145796930875e+02	5.859300334403684e-01	7.854708663126743e+02
3.342831000000000e+01	4.991747821802573e+02	2.136121430220055e+01	-2.210613601045177e-05	-1.167494686715225e-02	7.889566314127547e+03	2.390958316564036e+04	3.092594559331874e+04	-6.404462908712178e-01	-1.090145796930875e+02	5.859300334403684e-01	7.926178233964896e+02
3.376093000000001e+01	4.991747821802573e+02	2.136121430220055e+01	-2.210613601045177e-05	-1.167494686715225e-02	7.889566314127547e+03	2.390958316564036e+04	3.092594559331874e+04	-6.404462908712178e-01	-1.090145796930875e+02	5.859300334403684e-01	7.993599871249020e+02
3.409355000000001e+01	4.991747821802573e+02	2.136121430220055e+01	-2.210613601045177e-05	-1.167494686715225e-02	7.889566314127547e+03	2.390958316564036e+04	3.092594559331874e+04	-6.404462908712178e-01	-1.090145796930875e+02	5.859300334403684e-01	8.056678386491268e+02
3.442617000000001e+01	4.991747821802573e+02	2.136121430220055e+01	-2.210613601045177e-05	-1.167494686715225e-02	7.889566314127547e+03	2.390958316564036e+04	3.092594559331874e+04	-6.404462908712178e-01	-1.090145796930875e+02	5.859300334403684e-01	8.115597017214810e+02
3.475879000000000e+01	4.991747821802573e+02	2.136121430220055e+01	-2.210613601045177e-05	-1.167494686715225e-02	7.889566314127547e+03	2.390958316564036e+04	3.092594559331874e+04	-6.404462908712178e-01	-1.090145796930875e+02	5.859300334403684e-01	8.172002489224899e+02
3.509141000000000e+01	4.991747821802573e+02	2.136121430220055e+01	-2.210613601045177e-05	-1.167494686715225e-02	7.889566314127547e+03	2.390958316564036e+04	3.092594559331874e+04	-6.404462908712178e-01	-1.090145796930875e+02	5.859300334403684e-01	8.227882087000091e+02
3.542403000000001e+01	4.991747821802573e+02	2.136121430220055e+01	-2.210613601045177e-05	-1.167494686715225e-02	7.889566314127547e+03	2.390958316564036e+04	3.092594559331874e+04	-6.404462908712178e-01	-1.090145796930875e+02	5.859300334403684e-01	8.283754030316220e+02
3.575665000000001e+01	4.991751274772366e+02	2.136122426002936e+01	-2.210612071886057e-05	-1.167525229113659e-02	7.889571281655234e+03	2.390965479634210e+04	3.092602205676107e+04	-6.404461192712569e-01	-1.090167744659745e+02	5.859300813736228e-01	8.339711287620599e+02
3.608927000000001e+01	4.991911048891529e+02	2.136169565475415e+01	-2.210541317701305e-05	-1.168937902271237e-02	7.889819746284220e+03	2.391312395025078e+04	3.092973337335924e+04	-6.404417763910442e-01	-1.091206326884680e+02	5.859475911300301e-01	8.395824426977691e+02
3.642189000000000e+01	4.992416208666673e+02	2.136321952697777e+01	-2.210317643130062e-05	-1.171206367851760e-02	7.890585336004356e+03	2.392459451218025e+04	3.094194341371736e+04	-6.404470474298899e-01	-1.092911806077993e+02	5.859829711351200e-01	8.452285252959581e+02
3.675451000000000e+01	4.993791793667247e+02	2.136745919678959e+01	-2.215762071750068e-05	-1.166189568765852e-02	7.892437134333891e+03	2.395724008117353e+04	3.097631099933024e+04	-6.409045755166960e-01	-1.089057050881703e+02	5.860296855835361e-01	8.509531263693624e+02
3.708713000000001e+01	4.996304864993013e+02	2.137536597089836e+01	-2.214082898544295e-05	-1.146444241807697e-02	7.895819003887810e+03	2.401949253867735e+04	3.104158955639720e+04	-6.408445196170359e-01	-1.073557117985270e+02	5.861434618410681e-01	8.567840180740150e+02
3.741975000000001e+01	5.000143977255536e+02	2.138768485446470e+01	-2.212382924934716e-05	-1.104067979315883e-02	7.901169244996719e+03	2.411863018291506e+04	3.114532268182166e+04	-6.408514007187898e-01	-1.039587620910164e+02	5.863000345858048e-01	8.627436603157413e+02
3.775237000000001e+01	5.005454264667464e+02	2.140504615214790e+01	-2.193079965626883e-05	-1.030784861044593e-02	7.908944566893152e+03	2.426139347252520e+04	3.129447954510362e+04	-6.394641986612173e-01	-9.796236490293809e+01	5.866153466646723e-01	8.688346364253496e+02
3.808499000000000e+01	5.012355599300408e+02	2.142801217518281e+01	-2.178059119203575e-05	-9.179254052971474e-03	7.919625612781844e+03	2.445430100735004e+04	3.149577472000651e+04	-6.384686802862484e-01	-8.853970681131871e+01	5.871525906222649e-01	8.750489848880950e+02
3.841761000000000e+01	5.020914165096971e+02	2.145697235774312e+01	-2.171395619838372e-05	-7.571259142509393e-03	7.933689122633477e+03	2.470271082681525e+04	3.175470556358707e+04	-6.382588991782453e-01	-7.484644781390276e+01	5.877859401490088e-01	8.813901622020106e+02
3.875023000000001e+01	5.031181306004937e+02	2.149226274029381e+01	-2.166964448819426e-05	-5.401986992224065e-03	7.951638392468240e+03	2.501174434140615e+04	3.207650704949402e+04	-6.382359147125146e-01	-5.601119753322222e+01	5.886178656023668e-01	8.878632468121835e+02
3.908285000000001e+01	5.043157218321293e+02	2.153403485278123e+01	-2.171666221648379e-05	-2.595047260893049e-03	7.973954351691065e+03	2.538508872405255e+04	3.246491220251598e+04	-6.391372927373540e-01	-3.116949545753465e+01	5.896585391459396e-01	8.944680564854538e+02
3.941547000000001e+01	5.056845326351817e+02	2.158243716691974e+01	-2.165787852837875e-05	9.187370413218328e-04	8.001141981858209e+03	2.582650919695245e+04	3.292371583997523e+04	-6.390848833963348e-01	5.172966206621660e-01	5.909012819386118e-01	9.011934302367049e+02
3.974809000000000e+01	5.072235987763794e+02	2.163755712047788e+01	-2.159216213109244e-05	5.204054252625655e-03	8.033690349733711e+03	2.633931221011616e+04	3.345620581431335e+04	-6.389718486954323e-01	3.988246316795395e+01	5.923842792255885e-01	9.080041814152355e+02
4.008071000000000e+01	5.089238902901940e+02	2.169917485335962e+01	-2.151161389425611e-05	1.030830200876836e-02	8.072003639414404e+03	2.692399282993307e+04	3.406276029280086e+04	-6.388643981091581e-01	8.763152891551906e+01	5.939932778419960e-01	9.148987599651560e+02
4.041333000000001e+01	5.107746636810990e+02	2.176698491294452e+01	-3.142185871933641e-05	1.625383614283562e-02	8.116400857506545e+03	2.758010674115839e+04	3.474278586876362e+04	-7.339461550011851e-01	1.442571163880099e+02	5.709454468412146e-01	9.218512205373980e+02
4.074595000000001e+01	5.127604822584843e+02	2.184048664085346e+01	-3.130016815825082e-05	2.307917516491271e-02	8.167222872415637e+03	2.830525381469290e+04	3.549360010660384e+04	-7.334143339612638e-01	2.104215936792182e+02	5.729639273090009e-01	9.288518777697186e+02
4.107857000000001e+01	5.148597787331169e+02	2.191892827145415e+01	-3.117254441413696e-05	3.076878127047168e-02	8.224539730041850e+03	2.909420943356897e+04	3.630963758367784e+04	-7.328772626597960e-01	2.862757680550445e+02	5.750683464601786e-01	9.358579051670121e+02
4.141119000000000e+01	5.170519399909588e+02	2.200157022226045e+01	-3.103981154463078e-05	3.930076658362835e-02	8.288330862227760e+03	2.994149657978847e+04	3.718499575674531e+04	-7.322114133804529e-01	3.719007493376361e+02	5.772280772486411e-01	9.428279303235200e+02
4.174381000000000e+01	5.193033211957166e+02	2.208716048475499e+01	-3.097607335951806e-05	4.861970679787463e-02	8.358306222891290e+03	3.083598952068966e+04	3.810795225530183e+04	-7.323058924179584e-01	4.670261175654762e+02	5.793691041930739e-01	9.497217288437328e+02
4.207643000000001e+01	5.215704702012628e+02	2.217404932354527e+01	-3.084142727528578e-05	5.865236163103623e-02	8.433137669999503e+03	3.176172837295786e+04	3.906104750971387e+04	-7.318473315703130e-01	5.711698130471366e+02	5.812938429044174e-01	9.564715572873540e+02
4.240905000000001e+01	5.238090553556550e+02	2.226052696582786e+01	-3.070962130413314e-05	6.929417486686627e-02	8.511559674640752e+03	3.270118464576299e+04	4.002548284630278e+04	-7.313753734038583e-01	6.834830599101469e+02	5.828834062798264e-01	9.630208554560724e+02
4.274167000000001e+01	5.259726459626415e+02	2.234477623055527e+01	-3.049307393245630e-05	8.039338024922880e-02	8.592185310445968e+03	3.363462609278238e+04	4.098045407598227e+04	-7.299588872568840e-01	8.025574384436260e+02	5.840856707014614e-01	9.693409125967420e+02
4.307429000000000e+01	5.279895656581641e+02	2.242396295567186e+01	-3.037659041571072e-05	9.137799571618337e-02	8.671097179344903e+03	3.452851054783596e+04	4.189234509179896e+04	-7.293880322087414e-01	9.223242155888810e+02	5.850833818611632e-01	9.753553506041698e+02
4.340691000000000e+01	5.298043371366792e+02	2.249583713857689e+01	-3.024065481356620e-05	1.018056734355944e-01	8.745128640923751e+03	3.535470601978834e+04	4.273282084216195e+04	-7.283894779575879e-01	1.037849957132270e+03	5.858103082866969e-01	9.810003841825107e+02
4.373953000000001e+01	5.313717377254414e+02	2.255850019408867e+01	-3.019935324110807e-05	1.113105337871678e-01	8.811647188933688e+03	3.608807976882569e+04	4.347658335234959e+04	-7.281639784573271e-01	1.144826987370044e+03	5.864011173443083e-01	9.861918720505522e+02
4.407215000000001e+01	5.326492858733039e+02	2.261010023222304e+01	-3.009799328112761e-05	1.195674370812964e-01	8.868311833039576e+03	3.670310557544715e+04	4.409803808835453e+04	-7.271596776119605e-01	1.239217654895167e+03	5.867576014938205e-01	9.909201693036928e+02
4.440477000000001e+01	5.336042458196165e+02	2.264910486315390e+01	-3.004412868341663e-05	1.262919136805755e-01	8.913206592259876e+03	3.717707680692486e+04	4.457460855078962e+04	-7.265677101319408e-01	1.317281438473883e+03	5.869121381912257e-01	9.950875295332155e+02
4.473739000000000e+01	5.342304061644818e+02	2.267499408263518e+01	-3.000891458523411e-05	1.312788931211009e-01	8.945060632475846e+03	3.749858620905197e+04	4.489526358828520e+04	-7.260886942209593e-01	1.376059924981209e+03	5.869505644808360e-01	9.986933895903242e+02
4.507001000000000e+01	5.345721842099425e+02	2.268931230755294e+01	-2.998972842389469e-05	1.345173745873620e-01	8.963941493355716e+03	3.768100270111690e+04	4.507435301758652e+04	-7.258211427295559e-01	1.414805392890116e+03	5.869776122341535e-01	1.001791724544278e+03
4.540263000000001e+01	5.347151419962051e+02	2.269538478495441e+01	-2.998171057504825e-05	1.361966857738788e-01	8.973294862367273e+03	3.776077203160050e+04	4.515140656828774e+04	-7.257092017566193e-01	1.435195412033969e+03	5.869960513722362e-01	1.004484523855915e+03
4.573525000000001e+01	5.347548755437928e+02	2.269709670124129e+01	-2.997948286329119e-05	1.367250673621070e-01	8.976324155284159e+03	3.778387965084002e+04	4.517351088563997e+04	-7.256781815140644e-01	1.441704942133647e+03	5.870036801485907e-01	1.006915174287751e+03
4.606787000000001e+01	5.347556856636702e+02	2.269713210643381e+01	-2.997943744633597e-05	1.367366203524922e-01	8.976393469694374e+03	3.778436926795145e+04	4.517397558262799e+04	-7.256775999406669e-01	1.441849327057647e+03	5.870039128011187e-01	1.009147767493816e+03
4.640049000000000e+01	5.347556856636702e+02	2.269713210643381e+01	-2.997943744633597e-05	1.367366203524922e-01	8.976393469694374e+03	3.778436926795145e+04	4.517397558262799e+04	-7.256775999406669e-01	1.441849327057647e+03	5.870039128011187e-01	1.011218301619738e+03
4.673311000000000e+01	5.347556856636702e+02	2.269713210643381e+01	-2.997943744633597e-05	1.367366203524922e-01	8.976393469694374e+03	3.778436926795145e+04	4.517397558262799e+04	-7.256775999406669e-01	1.441849327057647e+03	5.870039128011187e-01	1.013184607962943e+03
4.706573000000001e+01	5.347556856636702e+02	2.269713210643381e+01	-2.997943744633597e-05	1.367366203524922e-01	8.976393469694374e+03	3.778436926795145e+04	4.517397558262799e+04	-7.256775999406669e-01	1.441849327057647e+03	5.870039128011187e-01	1.015010591651373e+03
4.739835000000001e+01	5.347556856636702e+02	2.269713210643381e+01	-2.997943744633597e-05	1.367366203524922e-01	8.976393469694374e+03	3.778436926795145e+04	4.517397558262799e+04	-7.256775999406669e-01	1.441849327057647e+03	5.870039128011187e-01	1.016653785869615e+03
4.773097000000001e+01	5.347556856636702e+02	2.269713210643381e+01	-2.997943744633597e-05	1.367366203524922e-01	8.976393469694374e+03	3.778436926795145e+04	4.517397558262799e+04	-7.256775999406669e-01	1.441849327057647e+03	5.870039128011187e-01	1.018059301807361e+03
4.806359000000000e+01	5.347556856636702e+02	2.269713210643381e+01	-2.997943744633597e-05	1.367366203524922e-01	8.976393469694374e+03	3.778436926795145e+04	4.517397558262799e+04	-7.256775999406669e-01	1.441849327057647e+03	5.870039128011187e-01	1.019255474914958e+03
4.839621000000000e+01	5.347556856636702e+02	2.269713210643381e+01	-2.997943744633597e-05	1.367366203524922e-01	8.976393469694374e+03	3.778436926795145e+04	4.517397558262799e+04	-7.256775999406669e-01	1.441849327057647e+03	5.870039128011187e-01	1.020324855632250e+03
